key,press_time,release_time,hold_time,flight_time
Key.backspace,1739966551.7900872,1739966551.909382,0.1192948818206787,0.6140379905700684
Key.backspace,1739966552.045563,1739966552.0912778,0.0457148551940918,0.2554757595062256
v,1739966552.4823391,1739966552.601851,0.1195118427276611,0.4367761611938476
e,1739966552.7417164,1739966552.851503,0.1097862720489502,0.2593772411346435
Key.space,1739966552.9380746,1739966553.0143988,0.0763242244720459,0.1963582038879394
i,1739966553.1522815,1739966553.2475858,0.095304250717163,0.2142069339752197
t,1739966553.3758273,1739966553.4472537,0.0714261531829834,0.2235457897186279
Key.space,1739966553.5338085,1739966553.6159794,0.0821709632873535,0.1579811573028564
v,1739966553.9717972,1739966554.0616937,0.0898964405059814,0.4379887580871582
e,1739966554.0711808,1739966554.166694,0.095513105392456,0.0993835926055908
r,1739966554.2548134,1739966554.3458524,0.0910389423370361,0.1836326122283935
y,1739966554.3579316,1739966554.4508708,0.0929391384124755,0.1031181812286377
Key.space,1739966554.5217085,1739966554.6093524,0.0876441001892089,0.1637766361236572
m,1739966554.6593251,1739966554.7500086,0.0906834602355957,0.1376168727874755
u,1739966554.8504095,1739966554.9420147,0.0916049480438232,0.191084623336792
c,1739966555.0105546,1739966555.083803,0.0732483863830566,0.1601448059082031
h,1739966555.0742154,1739966555.1604114,0.0861959457397461,0.0636608600616455
.,1739966555.7431982,1739966555.8762984,0.1331002712249755,0.668982744216919
Key.enter,1739966556.2570198,1739966556.339489,0.0824692249298095,0.5138216018676758
Key.caps_lock,1740024221.363504,1740024221.499748,0.1362440586090088,0.0
t,1740024221.8237212,1740024221.9042146,0.0804934501647949,0.4602172374725342
Key.caps_lock,1740024221.963928,1740024222.1235156,0.1595876216888427,0.1402068138122558
Key.backspace,1740024222.701921,1740024222.8338716,0.1319506168365478,0.7379930019378662
t,1740024223.075889,1740024223.1718285,0.0959389209747314,0.3739683628082275
Key.caps_lock,1740024223.439443,1740024223.549473,0.1100299358367919,0.3635537624359131
h,1740024223.6636758,1740024223.7584145,0.0947387218475341,0.2242326736450195
e,1740024223.78188,1740024223.8775375,0.0956575870513916,0.118204116821289
Key.space,1740024223.950106,1740024224.018296,0.0681900978088378,0.1682260036468505
r,1740024224.0861912,1740024224.1687996,0.0826084613800048,0.1360852718353271
a,1740024224.3283658,1740024224.4288735,0.1005077362060546,0.2421746253967285
p,1740024224.4007397,1740024224.487377,0.086637258529663,0.0723738670349121
i,1740024224.592728,1740024224.6785653,0.0858371257781982,0.191988468170166
d,1740024224.7101593,1740024224.79691,0.0867507457733154,0.1174311637878418
Key.space,1740024224.79691,1740024224.865209,0.0682990550994873,0.0867507457733154
a,1740024225.5803735,1740024225.6983566,0.1179831027984619,0.7834634780883789
d,1740024225.830399,1740024225.9036198,0.0732207298278808,0.2500255107879638
v,1740024225.998878,1740024226.0816102,0.0827322006225586,0.1684789657592773
a,1740024226.1136954,1740024226.2134943,0.0997989177703857,0.1148173809051513
n,1740024226.2084894,1740024226.3049476,0.0964581966400146,0.0947940349578857
Key.space,1740024226.3638182,1740024226.4311686,0.0673503875732421,0.1553287506103515
e,1740024226.5727956,1740024226.659509,0.0867133140563964,0.208977460861206
Key.backspace,1740024226.900104,1740024226.982934,0.0828299522399902,0.3273084163665771
Key.backspace,1740024227.0556512,1740024227.1378963,0.0822451114654541,0.1555471420288086
c,1740024227.1696558,1740024227.2601955,0.0905399322509765,0.1140046119689941
e,1740024227.3556032,1740024227.456789,0.1011857986450195,0.1859474182128906
m,1740024227.4427986,1740024227.5334003,0.0906019210815429,0.0871953964233398
e,1740024227.7205443,1740024227.8156836,0.0951392650604248,0.2777457237243652
n,1740024227.7751265,1740024227.8700404,0.0949139595031738,0.0545821189880371
t,1740024227.9758298,1740024228.0521064,0.0762765407562255,0.2007033824920654
Key.space,1740024228.152264,1740024228.2115335,0.0592694282531738,0.1764342784881591
o,1740024228.782014,1740024228.877017,0.0950031280517578,0.6297497749328613
f,1740024228.9223506,1740024228.999657,0.0773062705993652,0.1403367519378662
Key.space,1740024228.990631,1740024229.0723608,0.0817296504974365,0.0682804584503173
Key.caps_lock,1740024229.5098276,1740024229.6093662,0.0995385646820068,0.5191965103149414
a,1740024229.687575,1740024229.7954931,0.1079177856445312,0.1777477264404297
i,1740024229.8109126,1740024229.901288,0.0903754234313964,0.1233372688293457
Key.caps_lock,1740024229.933387,1740024230.0249476,0.0915606021881103,0.1224744319915771
Key.space,1740024230.0423627,1740024230.1420312,0.0996685028076171,0.1089756488800048
i,1740024230.2746842,1740024230.3842509,0.1095666885375976,0.2323215007781982
Key.backspace,1740024230.634373,1740024230.7166774,0.0823044776916503,0.3596887588500976
Key.backspace,1740024230.7668736,1740024230.835831,0.0689573287963867,0.1325006484985351
a,1740024230.8625352,1740024230.9592276,0.0966923236846923,0.0956616401672363
n,1740024231.0087652,1740024231.1084929,0.0997276306152343,0.1462299823760986
f,1740024231.1824355,1740024231.2494783,0.0670428276062011,0.1736702919006347
d,1740024231.1809833,1740024231.2596982,0.0787148475646972,-0.0014522075653076
Key.space,1740024231.2867649,1740024231.3595278,0.0727629661560058,0.1057815551757812
Key.backspace,1740024231.5329869,1740024231.6051471,0.0721602439880371,0.2462220191955566
Key.backspace,1740024231.7005253,1740024231.760631,0.0601060390472412,0.1675384044647216
Key.backspace,1740024231.8553293,1740024231.915505,0.0601756572723388,0.154803991317749
Key.backspace,1740024232.0153854,1740024232.0797224,0.0643370151519775,0.1600561141967773
Key.backspace,1740024232.1470854,1740024232.206823,0.0597376823425293,0.1317000389099121
Key.space,1740024232.3250847,1740024232.39753,0.0724453926086425,0.1779992580413818
a,1740024232.448284,1740024232.5613403,0.1130564212799072,0.1231992244720459
n,1740024232.8804529,1740024232.972497,0.0920441150665283,0.432168960571289
d,1740024233.023047,1740024233.1314552,0.1084082126617431,0.1425940990447998
Key.space,1740024233.1314552,1740024233.2050934,0.0736382007598877,0.1084082126617431
s,1740024234.2847495,1740024234.371093,0.0863432884216308,1.153294563293457
Key.backspace,1740024234.5983863,1740024234.698286,0.0998997688293457,0.3136365413665771
c,1740024234.7681746,1740024234.8451164,0.0769417285919189,0.1697883605957031
y,1740024234.912927,1740024234.9861145,0.0731873512268066,0.1447522640228271
b,1740024235.082266,1740024235.1674132,0.0851471424102783,0.1693391799926757
e,1740024235.168424,1740024235.2589357,0.0905115604400634,0.0861580371856689
r,1740024235.3322933,1740024235.40444,0.0721466541290283,0.1638691425323486
s,1740024235.6096897,1740024235.6918895,0.0821998119354248,0.2773964405059814
e,1740024235.8364823,1740024235.9235065,0.0870239734649658,0.226792573928833
c,1740024236.061093,1740024236.1471586,0.0860655307769775,0.2246108055114746
u,1740024236.370024,1740024236.4476497,0.0776257514953613,0.3089308738708496
r,1740024236.4888744,1740024236.5932653,0.1043908596038818,0.1188504695892334
i,1740024236.6156678,1740024236.6979458,0.0822780132293701,0.1267933845520019
t,1740024236.7156074,1740024236.8030896,0.087482213973999,0.0999395847320556
y,1740024236.834962,1740024236.930876,0.0959141254425048,0.1193544864654541
Key.space,1740024236.990119,1740024237.063141,0.0730221271514892,0.1551570892333984
h,1740024237.936875,1740024238.0150397,0.0781643390655517,0.9467563629150392
a,1740024238.0415828,1740024238.1285002,0.0869174003601074,0.1047074794769287
s,1740024238.2109842,1740024238.2970476,0.0860633850097656,0.1694014072418213
Key.space,1740024238.2931228,1740024238.3661664,0.0730435848236084,0.0821385383605957
l,1740024238.4202154,1740024238.521139,0.1009235382080078,0.1270925998687744
e,1740024238.5157795,1740024238.6033647,0.0875852108001709,0.0955641269683837
