x,y,timestamp
1532,413,1738407799.7220917
1492,406,1738407799.7290237
1461,401,1738407799.7363539
1431,401,1738407799.7433128
1395,402,1738407799.7510533
1358,411,1738407799.7579942
1319,425,1738407799.7640173
1283,440,1738407799.77153
1241,461,1738407799.7788553
1203,488,1738407799.785762
1174,512,1738407799.7927086
1150,538,1738407799.8001137
1131,559,1738407799.807007
1106,587,1738407799.8139133
1091,607,1738407799.82066
1087,615,1738407799.8276303
1084,625,1738407799.8345773
1083,632,1738407799.8414927
1085,640,1738407799.848202
1093,649,1738407799.8564084
1101,657,1738407799.8628752
1116,662,1738407799.869823
1127,667,1738407799.8767712
1142,669,1738407799.8840086
1156,669,1738407799.8908553
1173,668,1738407799.89787
1195,662,1738407799.9051957
1214,655,1738407799.9121857
1242,636,1738407799.91899
1272,613,1738407799.9260252
1290,597,1738407799.932315
1311,569,1738407799.939462
1331,534,1738407799.946246
1349,495,1738407799.954527
1359,465,1738407799.961308
1371,422,1738407799.9686532
1374,391,1738407799.975026
1374,377,1738407799.9820273
1370,358,1738407799.98906
1361,338,1738407799.9960582
1347,314,1738407800.0031173
1329,289,1738407800.0104513
1312,271,1738407800.0175588
1293,256,1738407800.024317
1277,247,1738407800.0311959
1254,238,1738407800.038206
1234,231,1738407800.0452237
1219,228,1738407800.0521028
1206,228,1738407800.059561
1195,228,1738407800.0667503
1180,232,1738407800.0735924
1165,238,1738407800.0803058
1149,247,1738407800.087324
1126,265,1738407800.0943346
1099,286,1738407800.101351
1068,313,1738407800.1077967
1033,348,1738407800.1157303
1004,379,1738407800.122791
981,407,1738407800.1295567
962,430,1738407800.1364403
937,458,1738407800.1434543
912,486,1738407800.1504228
889,508,1738407800.1573496
866,527,1738407800.1647959
847,539,1738407800.1719954
828,552,1738407800.1790233
810,562,1738407800.1851912
793,569,1738407800.1926901
775,575,1738407800.19941
759,580,1738407800.2064574
740,584,1738407800.2131293
723,586,1738407800.2203066
708,587,1738407800.2279756
695,587,1738407800.233923
684,585,1738407800.2416897
673,581,1738407800.2486923
659,577,1738407800.2557144
648,570,1738407800.262659
637,562,1738407800.2701726
627,553,1738407800.2766912
618,543,1738407800.2837656
611,532,1738407800.2901862
602,520,1738407800.2972684
595,507,1738407800.3042858
586,491,1738407800.3114166
581,477,1738407800.3182132
580,455,1738407800.3255455
580,441,1738407800.3329413
584,429,1738407800.3392015
590,417,1738407800.3471057
598,402,1738407800.3541453
610,387,1738407800.3605843
625,370,1738407800.3680909
645,353,1738407800.3755295
665,338,1738407800.3816264
709,317,1738407800.389338
765,290,1738407800.3958802
802,269,1738407800.4030488
855,239,1738407800.4100578
911,212,1738407800.4170663
965,198,1738407800.4241788
1020,201,1738407800.4316149
1064,218,1738407800.4388628
1103,249,1738407800.4447062
1127,275,1738407800.452339
1146,295,1738407800.4593327
1167,319,1738407800.4663196
1184,345,1738407800.4732504
1202,377,1738407800.4806423
1207,396,1738407800.487726
1214,428,1738407800.494096
1212,457,1738407800.5012991
1208,475,1738407800.508236
1200,497,1738407800.5149162
1193,513,1738407800.5222952
1186,524,1738407800.5294764
1179,535,1738407800.5367236
1176,541,1738407800.5439124
1174,545,1738407800.550617
1173,546,1738407800.557399
1173,546,1738407800.564535
1172,546,1738407800.5730968
1173,545,1738407800.6195254
1175,539,1738407800.6349075
1186,522,1738407800.6421027
1198,499,1738407800.648942
1215,462,1738407800.6556575
1223,444,1738407800.662677
1225,437,1738407800.669693
1226,433,1738407800.6769621
1226,430,1738407800.6840382
1226,428,1738407800.6906176
1226,427,1738407800.697504
1226,426,1738407800.7045214
1226,425,1738407800.7113664
1226,425,1738407800.7187948
1225,424,1738407800.7222724
1224,424,1738407800.7322686
1221,421,1738407800.7401762
1219,421,1738407800.7471237
1212,418,1738407800.754187
1202,416,1738407800.7610025
1191,412,1738407800.7680116
1172,411,1738407800.774245
1142,411,1738407800.7811904
1113,415,1738407800.7889454
1084,423,1738407800.7957644
1058,435,1738407800.8036585
1037,445,1738407800.809573
1018,456,1738407800.8168995
999,472,1738407800.8234785
975,495,1738407800.830406
948,524,1738407800.8373468
916,560,1738407800.844582
899,587,1738407800.852227
878,624,1738407800.8594208
868,655,1738407800.866134
864,673,1738407800.8716497
862,694,1738407800.8797088
862,708,1738407800.8869107
868,728,1738407800.8922715
875,741,1738407800.8970416
893,763,1738407800.9057148
909,781,1738407800.9121275
922,794,1738407800.9195704
947,810,1738407800.928038
958,818,1738407800.9356182
970,824,1738407800.9417922
987,825,1738407800.9466827
1007,823,1738407800.9551141
1032,817,1738407800.9619539
1054,810,1738407800.9694133
1088,794,1738407800.9745471
1117,776,1738407800.9833376
1144,758,1738407800.9890876
1170,736,1738407800.9976058
1196,713,1738407801.0058496
1216,693,1738407801.0100846
1248,663,1738407801.018047
1276,636,1738407801.026852
1297,615,1738407801.0310922
1318,588,1738407801.03967
1335,561,1738407801.0458643
1348,532,1738407801.0512366
1359,497,1738407801.0581295
1363,471,1738407801.0677712
1368,444,1738407801.0732672
1369,422,1738407801.0789964
1369,405,1738407801.087129
1366,389,1738407801.0940437
1357,368,1738407801.10512
1349,357,1738407801.1120636
1339,347,1738407801.119008
1329,342,1738407801.1259544
1316,338,1738407801.1329036
1301,338,1738407801.1398394
1284,338,1738407801.1467967
1265,344,1738407801.1537647
1254,348,1738407801.1607227
1235,359,1738407801.167625
1223,370,1738407801.1746223
1212,382,1738407801.1815414
1199,399,1738407801.1884675
1186,418,1738407801.1954298
1171,438,1738407801.2033813
1165,451,1738407801.2092886
1162,470,1738407801.217621
1162,486,1738407801.2232187
1164,500,1738407801.2312238
1171,514,1738407801.238248
1181,528,1738407801.2450893
1191,540,1738407801.2520628
1206,556,1738407801.258962
1221,568,1738407801.265916
1237,578,1738407801.2728822
1250,586,1738407801.28009
1271,596,1738407801.286758
1292,600,1738407801.2937326
1312,601,1738407801.3007529
1337,601,1738407801.308598
1352,600,1738407801.3156068
1373,596,1738407801.3225336
1383,592,1738407801.3293655
1399,585,1738407801.336378
1409,579,1738407801.3431013
1416,572,1738407801.3499885
1424,562,1738407801.3572016
1428,550,1738407801.364046
1431,538,1738407801.3707116
1430,526,1738407801.3776517
1428,515,1738407801.3848069
1422,501,1738407801.3918562
1415,490,1738407801.398344
1403,476,1738407801.405839
1388,462,1738407801.4140968
1371,454,1738407801.4196281
1358,447,1738407801.426214
1325,439,1738407801.434321
1294,434,1738407801.4413884
1269,432,1738407801.4483337
1239,432,1738407801.4539335
1205,435,1738407801.4611206
