H.CapsLock,UD.CapsLock,H.t,UD.t,H.h,UD.h,H.e,UD.e,H.space,UD.space,H.q,UD.q,H.u,UD.u,H.i,UD.i,H.c,UD.c,H.k,UD.k,H.b,UD.b,H.r,UD.r,H.o,UD.o,H.w,UD.w,H.n,UD.n,H.f,UD.f,H.x,UD.x,H.j,UD.j,H.m,UD.m,H.p,UD.p,H.s,UD.s,H.v,UD.v,H.l,UD.l,H.a,UD.a,H.z,UD.z,H.y,UD.y,H.d,UD.d,H.g,UD.g,H..,UD..,"H.,","UD.,",H.Backspace,UD.Backspace,H.Return,UD.Return,H.-,UD.-,H.=,UD.=,H.4,UD.4,H.@,UD.@,H.Shift,UD.Shift,H.2,UD.2,H.0,UD.0,H.3,UD.3,H.Key.num_lock,UD.Key.num_lock,H.',UD.',H.nan,UD.nan,H.Right,UD.Right,H.Left,UD.Left,H.1,UD.1,H.5,UD.5,H.6,UD.6
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.7621029274525276,0.13742531573858383,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.8339642974744803,0.020430014762937446,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.8538539062928762,0.06159383316879287,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.8316242716305378,0.1003362952782804,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.713614253155996,0.10354999630936768,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.7264090238086225,0.24521231477872255,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.8244338023829088,0.12787840499557593,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.7640739595078679,0.02137527135808337,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.9150503588312727,0.08814675669738137,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.7666794060384621,0.10568892999752424,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.9189696021261894,0.7306881241841715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.646539010347546,0.02133128223367133,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.8178021590784627,0.11620328302015516,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.767139826683517,0.1310360859147383,0.0,0.0,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
0.0,0.0,0.0,0.0006185723877126121,0.0,0.0,0.0,0.006294196141118848,0.0,0.0008747417808097656,0.0,0.0,0.0,0.012003833188089777,0.0,0.00537979731723879,0.0,0.0028635389017246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652200041413423,0.0,0.009813502281124462,0.0,0.0168476543550052,0.0,0.0,0.0,0.016461842907550536,0.0,0.0,0.0,0.0,0.5952010091803103,0.1451194071851294,0.0,0.004170780234552297,0.0,0.0,0.0,0.00443937902965882,0.0,0.0014740909962809303,0.0,0.0,0.0,0.0,0.0,0.02788404349049041,0.0,8.454672617803427e-06,0.0,0.0,0.0,0.0037164385059782323,0.0,0.0058973198672263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790791697305107,0.0,0.9979187335834345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686590370351342,0.0,0.0
